text,category,urgency,task,split,source_dataset,event,language,tweet_id,original_label,source_file,label
our last destination when we went to Tacloban today Tacloban Church,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-176,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Collated info on HOW YOU CAN HELP,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-177,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Yes pati movie for the benefit of Yolanda victims,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-178,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Mga pulis na nawawala sa paghagupit ni Yolanda isa - isa nang natatagpuan (NOV222013),neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-179,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
kailangan pa po nila ang tulong natin wag po tayong magsawa they still need food and shelter,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-180,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
People from Visayas told me how inspiring the #BangonPilipinas ans #BangonVisayas shirts were. Kudos to @IslandsSouvenir get yours at 2h,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-181,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
How can you spend christmas like this?,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-182,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Watching The Bottomline. Stories of the victims of Typhoon Haiyan/Yolanda,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-183,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
The Tumblr logo has a sun in it,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-184,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Juan-a-Day: Collated info on HOW YOU CAN HELPJuan-a-Day: Collated info on HOW YOU CAN HELP,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-185,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
noynoyaquino please request for TPS to be granted to filipinos here in the US,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-186,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Noynoy give credit to different Goverment agencys and NGO and of course the Filipino People,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-187,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Another way to help out Typhoon Yolanda Victims,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-188,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Kung kailan pinakamadilim Ang mga tala ay mas nagniningning,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-189,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Taray ng DLSU. May twist sa dulo. Eh ang San Bede kaya?,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-190,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Kapamilya Stars in Tacloban yesterday,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-191,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
2 hours of sleep and now briefing for relief operations,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-192,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
It's now time for the PH's wealthiest businessmen to do their moves and help. After all these people were behind their success,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-193,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Naiiyak ako everytime ipa2kita ung mga kababayan nting nasalanta pro nakakasmile pa din sla despite what happened. That the spirit,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-194,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
God will never leave Philippines nor forsake Philippines,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-1,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
A Christmas to Remember for the Children of Typhoon Yolanda,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-2,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
It doesn't matter how you were knocked down it is how you get up. This one's to Pacman and typhoon survivors.,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-3,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Thank you for understanding us. God bless you and your network,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-4,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Ganyan kasi tayong mga PINOY eh may PUSO! Babangon at babangon tayo,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-5,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
There comes a time love could also mean sacrifice.,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-6,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Be the change you want to see in the world,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-7,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Thank you very much Japan. God bless you po.,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-8,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
One Nation One Prayer,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-9,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Ang saya :) Para sa pilipinas gagawin ang lahat,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-10,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
On Christmas Day I was able to hear different stories of srviving super typhoon yolanda.,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-11,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Made a greeting card/inspirational card earlier for the Yolanda victims,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-12,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
As a people we have to keep our heads high look up to the sky and hope for a better tomorrow,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-13,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Let us start our day with a simple prayer for those who are affected with Typhoon #Yolanda,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-14,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Cheer to the countries who have a helping hand,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-15,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Inflatable hospitalsheartwarming volunteers aids coming from neighboring countriesbillions of donations,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-16,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Yng school namin siningil kmi ng pera para idonate sa mga nbiktima ni bagyong Yolanda. Kht sa maliit na bagay tmlong po tayo,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-17,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Remove my shoulder from every burden -Ps. 81:6,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-18,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Kaunti lang kakainin ko ngayong gabi! Dadamayan ko yung mga tao sa #Visayas,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-19,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
One with the world!,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-20,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Sorting out our BANGON PH shirts for shipping. Thanks to everyone who ordered!,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-21,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Sharing his time in helping.,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-22,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Everday is another day of hope,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-23,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Hoping Filipinos will use the money wisely and strictly for the Yolanda victims. Let's be thankful that they care for our country,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-24,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Night well spent! Just got home from sorting out clothes for Yolanda victims.,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-25,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
We will miss this place. Praying for Tacloban,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-26,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Every form of help counts mga ka-DTC,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-27,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Pray lang. Just keep your faith in God. Kaya natin to!,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-28,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Let's do our part to help the typhoon victims,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-29,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
On the other hand filed a PTO this weekend to volunteer for packing relief goods for the victims. Help on our own little ways,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-30,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
If calamities won't stop from devastating PH then we are also reminded that we should not stop praying. Simple yet powerful,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-31,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
MAKIISA sa pagbabago,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-32,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Yes indeed! Credit to The 700 Club Asia.,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-33,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Volunteer from #Russia . I salute you Ma'am!,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-34,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Crocs donated 1M sandals to the victims?! You guys are the best. aahh,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-35,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Champions for a cause for yolanda victims. SBC vs. DLSU charity game,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-36,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Maraming maraming salamat po sa inyo.,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-37,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
There is no one to blame when a disaster hit our country. Let's just all pray and hope that everything's gonna be fine,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-38,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
No more drama. No more politics. No more negativity. Pray. Thank GOD. Thanks for all the help/prayers for the Philippines,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-39,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
No one started this.but we have to end it together as a nation,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-40,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Its cool how our kababayans are always so optimistic,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-41,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Go Azkals for Yolanda's survivor. For Philippines.,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-42,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
It shall be over and we will rise again,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-43,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Thank you to these cargo movers for finding a solution to the bottleneck in the Matnog port!,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-44,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
It's amazing to witness as our country rise from the aftermath of Typhoon Yolanda. Continue to help continue to pray.,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-45,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
A RAINBOW AFTER THE RAIN THERE IS HOPE PHILIPPINES!,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-46,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
i have this imported buiscuit from the #WorldFoodProgram Thank you!!,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-47,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Isang BAYAN tayo'y aahon.,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-48,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Thank you so much,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-49,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
WE HELP IN ANY WAY WE CAN!,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-50,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
This is another way to help,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-51,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Ang bait ng mga pinoy talaga.. ung mga drivers ng Mandaluyong naghuhulog ng piso kada byahe pantulong s yolanda victims,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-52,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
This gives me shivers,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-53,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Tsk. Lord God never let happen again what Yolanda made in all Filipinos,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-54,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
All it takes stepping forward and someone making a stand,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-55,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
NakaPORMA Kana Naka TULONG Kapa,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-56,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Magliliwanag rin ang ating bukas... God bless the Philippines!,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-57,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
My way of giving back. Its time for #givingtuesday . Lets all make a difference,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-58,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Philippines may have experienced tragedies this year but I know that a breakthrough will also come,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-59,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Hope... Sometimes that's all you have when you have nothing else. If you have it you have everything.,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-60,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
I see great waves of changes in the Philippine gov''t. Hope this is for the better,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-61,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
My shirt today. Bangon Pilipinas!,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-62,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Thanks for helping the Philippines!! We won't forget you and we highly respect you. God bless you. Thanks so much!,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-63,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Solidarity. Yes! I'm one of you guys,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-64,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Sunburnt and extremely exhausted from our relief operation in the island barangays of Carles but definitely happy.,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-65,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
cancelling our year end party & instead use the budget to help people who need food water shelters etc,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-66,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Hindi isang #Yolanda lang ang magpapabagsak sa mga pilipino,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-67,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
There will always be a silver lining,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-68,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
Behold! Greater things are yet to come!,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-69,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
30 days after Yolanda. Heroism brings Hope,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-70,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
UAAP athletes also auctioned their jerseys and some with autographs on it,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-71,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
kaya natin ito Basaynon,positive,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-1-72,1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/1.txt,2
